comment_id,comment_link,who_type,who_name,what,why,issues,scientific_legal_support,pdf_attachments_present,pdf_attachments_count
FSIS-2011-0012-2044,https://www.regulations.gov/comment/FSIS-2011-0012-2044,anonymous,Unknown,Advocates for humane treatment of all life,Believes that humane treatment of life is a fundamental aspect of humanity,Humane treatment of life,No,No,0
FSIS-2011-0012-2045,https://www.regulations.gov/comment/FSIS-2011-0012-2045,individual,William Waldron,"Requests reconsideration of the 'modernization' rule, emphasizing the need for stricter oversight rather than self-regulation","Concerned that the 'modernization' rule prioritizes cost-cutting over public health and safety, viewing self-regulation as an abandonment of the agency's oversight responsibilities. Expresses a desire for the public to consume poultry without health concerns.","Self-regulation in poultry industry, Potential public health risks from inadequate oversight",No,No,0
FSIS-2011-0012-2047,https://www.regulations.gov/comment/FSIS-2011-0012-2047,organization,Unknown,Requests maintaining or increasing the number of federal inspectors on chicken and turkey slaughter lines,"Concerned about the potential increase in animal cruelty and the compromise of food safety standards due to reduced government oversight. The reduction in inspectors could lead to more frequent occurrences of cruel handling practices, as previously documented abuses include kicking birds, sexually abusing them, slamming them into walls, and other violent acts. Additionally, the reduction in oversight is likely to exacerbate issues with food safety, as current conditions already result in significant contamination of chicken and turkey meat with pathogens like salmonella and campylobacter.","Animal cruelty in slaughterhouses, Food safety and contamination, Reduction of federal oversight in food processing",Yes,No,0
FSIS-2011-0012-2046,https://www.regulations.gov/comment/FSIS-2011-0012-2046,individual,Unknown,Requests reduction or elimination of antibiotics and hormones in beef production,"The commenter believes that the current levels of antibiotics and hormones in beef are toxic to humans, causing severe illness after consumption. They express concern that the regulatory approach prioritizes industry profits over public health, particularly highlighting the visible health impacts on children and adults who consume such beef.","Use of antibiotics and hormones in beef, Health impacts from consuming treated beef, Regulatory priorities favoring industry profits over public health",No,No,0
FSIS-2011-0012-2048,https://www.regulations.gov/comment/FSIS-2011-0012-2048,individual,Unknown,Requests to avoid legislation that would worsen the conditions for the slaughter of chickens,Believes that cruelty to animals is unacceptable under any circumstances and that faster processing times for chickens should not justify inhumane treatment,"Animal cruelty, Inhumane slaughter practices",No,No,0
FSIS-2011-0012-2050,https://www.regulations.gov/comment/FSIS-2011-0012-2050,anonymous,Unknown,Include turkeys and chickens under the new animal welfare rules,Concerned about the suffering of turkeys and chickens in industrialized farming conditions,Animal welfare in industrialized farming,No,No,0
FSIS-2011-0012-2049,https://www.regulations.gov/comment/FSIS-2011-0012-2049,individual,Unknown,Requests rejection or delay of the proposed rule change regarding USDA inspectors and line speeds in poultry processing,"Concerned that fewer USDA inspectors and increased line speeds will lead to more injuries and abuses of chickens and turkeys, as well as increased risks to worker health and safety. Fewer inspectors could result in inhumane handling being overlooked, and faster line speeds could cause more physical harm to birds. Additionally, the proposal overlooks significant occupational health issues in the poultry processing industry, which is already considered one of the most dangerous occupations.","Inhumane treatment of poultry, Worker health and safety in poultry processing, Insufficient USDA inspection, Increased line speeds causing harm",Yes,No,0
FSIS-2011-0012-2053,https://www.regulations.gov/comment/FSIS-2011-0012-2053,individual,R.M.B.,Requests humane treatment of animals in slaughterhouses; Requests cleanliness and sanitation in slaughterhouses,Expresses a moral concern for the humane treatment of animals that are killed for food; Concerned about the potential health risks to humans from unsanitary conditions in slaughterhouses,"Humane treatment of animals in slaughterhouses, Sanitation in slaughterhouses, Public health risks from unsanitary conditions",No,No,0
FSIS-2011-0012-2052,https://www.regulations.gov/comment/FSIS-2011-0012-2052,anonymous,Unknown,Requests not to make changes to the poultry inspection rules,"Concerned that fewer USDA inspectors and faster line speeds will increase injuries and abuses to chickens and turkeys, leading to more inhumane handling and overlooked incidents. Increased line speeds may result in more birds suffering from painful bruises, fractures, and improper shackling. Reducing the number of inspectors could exacerbate the suffering of birds and decrease the safety of the food produced.","Inhumane handling of poultry, Food safety concerns, Worker and animal injuries in slaughter plants",No,No,0
FSIS-2011-0012-2051,https://www.regulations.gov/comment/FSIS-2011-0012-2051,individual,Unknown,Requests slower line speeds in poultry slaughter; Requests more USDA food safety inspectors at poultry slaughter plants,"Opposed to increased line speeds as they lead to more bruising and fractures in poultry, which is a welfare issue; Believes that having untrained poultry slaughter plant workers sort safe from unsafe poultry for human consumption is a conflict of interest","Poultry slaughter welfare, Food safety in poultry processing, Conflict of interest in poultry sorting",No,No,0
FSIS-2011-0012-2054,https://www.regulations.gov/comment/FSIS-2011-0012-2054,individual,Unknown,Opposes the proposed regulation to reduce USDA inspection workers; Requests slower line speeds in poultry slaughter; Requests more food safety inspectors at poultry slaughter plants,"Concerned that increased line speeds lead to major welfare issues for poultry, including more bruising and fractures like broken wings; Believes that reducing USDA inspectors and increasing line speeds compromises the sorting of poultry that is safe or unsafe for human consumption","Animal welfare in poultry slaughter, Food safety concerns at poultry slaughter plants",No,No,0
FSIS-2011-0012-2055,https://www.regulations.gov/comment/FSIS-2011-0012-2055,individual,Unknown,"Requests not to diminish the life of birds to a dollar figure, suggests increasing the cost of meat instead of devaluing animal lives, opposes the removal of inspectors from the slaughter line","Believes that stress in animals and birds designated for slaughter affects the health of humans consuming the meat; emphasizes that animals, such as chickens, experience social bonds and emotions, and are aware of their surroundings; argues that removing inspectors from the slaughter line will not address the underlying ethical and health issues","Animal welfare in slaughterhouses, Human health impacts from consuming stressed animals, Ethical considerations of animal slaughter",No,No,0
